age,workclass,final_weight,education,education-num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,threshold
44,Private,125461,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
55,Private,254627,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
23,?,214238,7th-8th,4,Never-married,?,Not-in-family,White,Female,0,0,40,Mexico,0
28,Private,94128,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
52,Private,267583,10th,6,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
29,Self-emp-not-inc,229341,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,1
27,Private,206199,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,0
54,Private,231342,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Male,0,0,32,United-States,0
17,Self-emp-inc,143034,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,4,United-States,0
47,Self-emp-not-inc,148169,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
32,Private,185027,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,Ireland,1
21,Private,143062,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,32,United-States,0
55,Private,200939,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,1
36,Private,135289,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,1
38,Private,187870,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,50,United-States,1
19,Private,151801,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,39,United-States,0
24,State-gov,330836,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
46,Private,237731,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
73,Private,108098,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,0
47,Private,97883,Bachelors,13,Widowed,Priv-house-serv,Unmarried,White,Female,25236,0,35,United-States,1
27,Private,183511,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
57,Self-emp-inc,165881,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
49,Private,110669,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,32,United-States,0
41,Private,120277,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
68,Private,230904,11th,7,Widowed,Machine-op-inspct,Not-in-family,Black,Female,0,1870,35,United-States,0
66,Private,115880,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,10605,0,40,United-States,1
39,Private,266960,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,25,United-States,0
48,Private,149640,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
25,Local-gov,307294,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
33,Private,107142,12th,8,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
46,Private,140644,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,2258,50,United-States,0
20,Private,332689,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,0
28,Private,196621,HS-grad,9,Married-spouse-absent,Tech-support,Not-in-family,White,Female,0,0,37,United-States,0
27,?,26754,Bachelors,13,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,0,0,10,China,0
58,Self-emp-not-inc,248841,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,1
43,Private,336643,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,0
36,Private,248010,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,0
24,Self-emp-not-inc,132320,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,0
45,Private,275995,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,1
48,Private,25468,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,99999,0,50,United-States,1
46,?,202560,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,1
24,Private,155818,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
50,Private,185354,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,0
35,Private,63021,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,35,United-States,0
29,Private,75648,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,0
32,Federal-gov,566117,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
51,Private,280278,10th,6,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
46,Private,171199,Bachelors,13,Divorced,Machine-op-inspct,Unmarried,Other,Female,0,0,40,Puerto-Rico,0
44,Private,137304,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,0
45,Private,187901,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,2258,44,United-States,1
30,Private,327112,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,1564,40,United-States,1
45,Private,123283,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,15,United-States,0
34,Private,109917,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
66,Self-emp-not-inc,102686,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,1
47,Private,29438,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,0
35,Private,54953,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
35,Private,208358,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37,United-States,1
50,Private,116814,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,0
26,Private,339324,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,96,United-States,0
37,Private,123833,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,0
61,Self-emp-not-inc,243019,Preschool,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
17,Local-gov,192387,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,45,United-States,0
20,Private,201204,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
22,Private,124454,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,0
51,Private,138514,Assoc-voc,11,Divorced,Tech-support,Unmarried,Black,Female,0,0,48,United-States,0
33,Private,342458,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
45,Private,294671,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,38,United-States,1
48,Federal-gov,72808,11th,7,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,42,United-States,0
37,Private,78374,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,38,Japan,0
29,Private,148069,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
44,?,136419,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
30,Private,129707,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,35,United-States,1
27,Private,182843,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,0
49,Private,140782,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,2415,3,United-States,1
39,Local-gov,98587,Some-college,10,Divorced,Prof-specialty,Own-child,White,Female,0,0,45,United-States,0
48,Local-gov,142719,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
41,Private,106159,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,14344,0,48,United-States,1
28,Private,25684,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,0
48,Private,182566,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,1
53,Private,608184,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1902,40,United-States,1
34,Private,467108,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,1
43,Private,72791,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,5178,0,40,United-States,1
50,Private,140516,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,1
57,Private,73411,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
58,Private,126104,10th,6,Divorced,Other-service,Unmarried,White,Female,0,0,65,United-States,0
53,Self-emp-inc,136823,11th,7,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,0
19,?,124651,11th,7,Never-married,?,Own-child,Black,Male,0,0,25,United-States,0
19,Without-pay,43627,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,0
48,Local-gov,116601,Masters,14,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,50,Nicaragua,0
53,Private,185407,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1
66,?,143417,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,0,0,45,United-States,0
22,Private,388247,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0
28,Private,51672,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,0
28,Private,201175,11th,7,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,0
44,State-gov,59460,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,United-States,0
25,Private,195201,HS-grad,9,Married-civ-spouse,Sales,Husband,Other,Male,0,0,50,United-States,0
49,State-gov,183710,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
17,Private,277112,11th,7,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,0
31,?,259120,Some-college,10,Married-civ-spouse,?,Wife,White,Female,0,0,10,United-States,0
59,State-gov,303176,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2179,40,United-States,0
30,Private,178952,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
17,Private,75333,10th,6,Never-married,Sales,Own-child,Black,Female,0,0,24,United-States,0
27,Private,106562,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,1
21,Private,177420,Some-college,10,Never-married,Adm-clerical,Not-in-family,Other,Female,0,0,40,United-States,0
43,Private,274363,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,England,1
90,Private,171956,Some-college,10,Separated,Adm-clerical,Own-child,White,Female,0,0,40,Puerto-Rico,0
43,Private,81243,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0,1876,40,United-States,0
24,Private,267706,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,0,0,45,United-States,0
43,Private,209894,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,1
20,Private,262749,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
53,Private,258832,HS-grad,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,10,Philippines,0
23,Private,54012,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0
25,Private,310545,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,30,El-Salvador,0
37,Private,112158,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,99,United-States,1
44,Private,96249,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
40,Private,176069,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0
61,Private,184167,12th,8,Married-civ-spouse,Craft-repair,Wife,Black,Female,0,0,40,United-States,0
39,Federal-gov,116608,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
53,Private,277471,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
46,State-gov,314770,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48,United-States,0
58,Private,372181,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,1
36,Private,231037,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
39,Private,186934,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,0
22,Private,283969,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,Mexico,0
43,Self-emp-inc,215458,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,99999,0,45,United-States,1
51,Private,257756,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,1
20,Private,403965,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,35,United-States,0
38,Private,218188,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,0
21,?,123983,Some-college,10,Never-married,?,Own-child,Other,Male,0,0,20,United-States,0
24,Private,243368,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,Mexico,0
55,Private,56645,Bachelors,13,Widowed,Farming-fishing,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,0
41,Private,392167,10th,6,Divorced,Sales,Not-in-family,White,Male,0,0,48,United-States,0
38,Private,233197,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,0
29,Private,184806,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0
25,Private,362826,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,45,United-States,0
50,Self-emp-not-inc,175456,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
60,?,120163,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
24,?,267955,9th,5,Never-married,?,Own-child,White,Female,0,0,20,United-States,0
45,Private,102308,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,1
19,Private,70982,Assoc-voc,11,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,16,United-States,0
27,Private,191515,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,0
50,Self-emp-inc,158294,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,80,United-States,1
71,?,250263,Some-college,10,Married-civ-spouse,?,Husband,White,Male,3432,0,30,United-States,0
33,Private,204577,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
22,Private,341760,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,0
29,Private,53181,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,1
28,Private,193125,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,1
31,Private,142038,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,45,United-States,0
59,Private,186385,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
29,Private,228346,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
33,Federal-gov,331615,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,40,United-States,1
55,Self-emp-not-inc,141807,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
55,?,193895,7th-8th,4,Divorced,?,Unmarried,White,Female,0,0,40,United-States,0
18,Private,92112,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,0
75,Self-emp-not-inc,157778,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,15831,0,50,United-States,1
51,Private,150999,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
71,Self-emp-not-inc,157845,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,0
63,Private,165611,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,1
28,Self-emp-not-inc,188278,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,0
38,Private,123833,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,1408,40,United-States,0
61,Self-emp-inc,119986,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
57,Private,161642,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
45,Self-emp-not-inc,162923,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
53,State-gov,119570,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
70,Private,142851,9th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,18,United-States,0
31,Private,227446,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Cuba,1
26,Private,213258,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
72,Self-emp-inc,84587,5th-6th,3,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,20,Japan,0
48,Federal-gov,435503,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
90,Private,313986,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
38,Private,37028,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,38,United-States,0
59,Private,107833,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1485,40,United-States,1
20,Private,117789,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,10,United-States,0
